Prefix Length,Determiners,Prompt,Answer,Correct
4,at least two-three,"Mary ordered half of the pancakes. Did Mary order three of the pancakes? Maybe.
The actress ate none of the oranges. Did the actress eat some of the oranges? No.
Sally noticed two of the sights. Did Sally notice all of the sights? Maybe.
Three of the burgers are warm. Are more than two of the burgers warm? Yes.
At least two of the umbrellas are green. Are three of the umbrellas green?", Yes.,0
4,three-three,"Mary ordered half of the pancakes. Did Mary order three of the pancakes? Maybe.
The actress ate none of the oranges. Did the actress eat some of the oranges? No.
Sally noticed two of the sights. Did Sally notice all of the sights? Maybe.
Three of the burgers are warm. Are more than two of the burgers warm? Yes.
Robin had three of the pancakes. Did Robin have three of the pancakes?", Maybe.,0
4,at least two-at least two,"Mary ordered half of the pancakes. Did Mary order three of the pancakes? Maybe.
The actress ate none of the oranges. Did the actress eat some of the oranges? No.
Sally noticed two of the sights. Did Sally notice all of the sights? Maybe.
Three of the burgers are warm. Are more than two of the burgers warm? Yes.
Sidney sold at least two of the cherries. Did Sidney sell at least two of the cherries?", Yes.,1
4,two-three,"Sally saw several of the chocolates. Did Sally see none of the chocolates? No.
Michael sold three of the candles. Did Michael sell more than two of the candles? Yes.
Ann sold half of the umbrellas. Did Ann sell three of the umbrellas? Maybe.
Bill ordered most of the toys. Did Bill order three of the toys? Maybe.
Lucy liked two of the umbrellas. Did Lucy like three of the umbrellas?", No.,1
4,three-two,"Sally saw several of the chocolates. Did Sally see none of the chocolates? No.
Michael sold three of the candles. Did Michael sell more than two of the candles? Yes.
Ann sold half of the umbrellas. Did Ann sell three of the umbrellas? Maybe.
Bill ordered most of the toys. Did Bill order three of the toys? Maybe.
Sidney bought three of the shoes. Did Sidney buy two of the shoes?", No.,0
4,three-at least two,"Sally saw several of the chocolates. Did Sally see none of the chocolates? No.
Michael sold three of the candles. Did Michael sell more than two of the candles? Yes.
Ann sold half of the umbrellas. Did Ann sell three of the umbrellas? Maybe.
Bill ordered most of the toys. Did Bill order three of the toys? Maybe.
Three of the churros are cold. Are at least two of the churros cold?", Yes.,1
4,at least two-three,"Sally saw several of the chocolates. Did Sally see none of the chocolates? No.
Michael sold three of the candles. Did Michael sell more than two of the candles? Yes.
Ann sold half of the umbrellas. Did Ann sell three of the umbrellas? Maybe.
Bill ordered most of the toys. Did Bill order three of the toys? Maybe.
The actor saw at least two of the shoes. Did the actor see three of the shoes?", No.,0
4,three-three,"Sally saw several of the chocolates. Did Sally see none of the chocolates? No.
Michael sold three of the candles. Did Michael sell more than two of the candles? Yes.
Ann sold half of the umbrellas. Did Ann sell three of the umbrellas? Maybe.
Bill ordered most of the toys. Did Bill order three of the toys? Maybe.
Robin wanted three of the candles. Did Robin want three of the candles?", Yes.,1
4,at least two-at least two,"Sally saw several of the chocolates. Did Sally see none of the chocolates? No.
Michael sold three of the candles. Did Michael sell more than two of the candles? Yes.
Ann sold half of the umbrellas. Did Ann sell three of the umbrellas? Maybe.
Bill ordered most of the toys. Did Bill order three of the toys? Maybe.
Jim had at least two of the chocolates. Did Jim have at least two of the chocolates?", Yes.,1
4,two-three,"Sally owned two of the mugs. Did Sally own all of the mugs? Maybe.
Jim purchased most of the mugs. Did Jim purchase three of the mugs? Maybe.
Ann owned some of the burgers. Did Ann own two of the burgers? Yes.
Adam purchased exactly two of the mugs. Did Adam purchase three of the mugs? No.
Two of the snacks are colourful. Are three of the snacks colourful?", No.,1
4,three-two,"Sally owned two of the mugs. Did Sally own all of the mugs? Maybe.
Jim purchased most of the mugs. Did Jim purchase three of the mugs? Maybe.
Ann owned some of the burgers. Did Ann own two of the burgers? Yes.
Adam purchased exactly two of the mugs. Did Adam purchase three of the mugs? No.
Adam noticed three of the churros. Did Adam notice two of the churros?", Yes.,1
4,three-at least two,"Sally owned two of the mugs. Did Sally own all of the mugs? Maybe.
Jim purchased most of the mugs. Did Jim purchase three of the mugs? Maybe.
Ann owned some of the burgers. Did Ann own two of the burgers? Yes.
Adam purchased exactly two of the mugs. Did Adam purchase three of the mugs? No.
The woman ordered three of the tickets. Did the woman order at least two of the tickets?", Yes.,1
4,at least two-three,"Sally owned two of the mugs. Did Sally own all of the mugs? Maybe.
Jim purchased most of the mugs. Did Jim purchase three of the mugs? Maybe.
Ann owned some of the burgers. Did Ann own two of the burgers? Yes.
Adam purchased exactly two of the mugs. Did Adam purchase three of the mugs? No.
Mark ate at least two of the pastries. Did Mark eat three of the pastries?", No.,0
4,three-three,"Sally owned two of the mugs. Did Sally own all of the mugs? Maybe.
Jim purchased most of the mugs. Did Jim purchase three of the mugs? Maybe.
Ann owned some of the burgers. Did Ann own two of the burgers? Yes.
Adam purchased exactly two of the mugs. Did Adam purchase three of the mugs? No.
Three of the churros are expensive. Are three of the churros expensive?", Yes.,1
4,at least two-at least two,"Sally owned two of the mugs. Did Sally own all of the mugs? Maybe.
Jim purchased most of the mugs. Did Jim purchase three of the mugs? Maybe.
Ann owned some of the burgers. Did Ann own two of the burgers? Yes.
Adam purchased exactly two of the mugs. Did Adam purchase three of the mugs? No.
The actor wanted at least two of the candles. Did the actor want at least two of the candles?", Yes.,1
